49,,"Fish","Angelfish","Uncommon",,2.00,30.00,2.50,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
50,,"Fish","Dolphin","Rare",,2.00,30.00,2.50,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
51,"Deep Ocean","Fish","Deep-Sea Wrangler","Rare",,3750.00,4830.00,8.00,14.00,0.40,0.65,60.00,75.00,82.50,90.00,95.00
52,,"Fish","Golden Semilarvatus Butterflyfish","Rare",,0.50,5.00,0.25,1.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
53,,"Fish","Ghost Eel","Rare",,0.70,10.00,0.50,8.00,0.10,0.20,60.00,75.00,82.50,90.00,95.00
54,,"Fish","Rainbow Trout","Rare",,0.50,7.00,0.50,3.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
55,,"Fish","Tuna","Rare",,0.50,1508.00,0.20,12.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
56,,"Fish","Murry the Moray Eel","Rare",,0.50,17.00,0.50,13.00,0.10,0.25,60.00,75.00,82.50,90.00,95.00
57,,"Fish","Squid","Rare",,2.00,30.00,0.30,23.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
58,,"Fish","Dolphin","Epic",,2.00,30.00,2.50,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
59,,"Fish","Gummy Hammerhead Shark","Epic","from the `Gummy Sharks` set.",3750.00,4830.00,8.00,14.00,0.40,0.65,60.00,75.00,82.50,90.00,95.00
60,,"Fish","Golden Semilarvatus Butterflyfish","Epic",,0.50,5.00,0.25,1.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
61,,"Fish","Ghost Eel","Epic",,0.70,10.00,0.50,8.00,0.10,0.20,60.00,75.00,82.50,90.00,95.00
62,,"Fish","Rainbow Trout","Epic",,0.50,7.00,0.50,3.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
63,,"Fish","Tuna","Epic",,0.50,1508.00,0.20,12.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
64,,"Fish","Murry the Moray Eel","Epic",,0.50,17.00,0.50,13.00,0.10,0.25,60.00,75.00,82.50,90.00,95.00
65,,"Fish","Squid","Epic",,2.00,30.00,0.30,23.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
66,,"Fish","Kong Carp","Epic",,24.00,600.00,1.30,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
67,,"Lobster","Shimp","Exotic","from the `Anmals` set.",396.00,1768.00,9.60,16.65,0.10,0.70,60.00,75.00,82.50,90.00,95.00
68,1,"Fish","Breadfish","Uncommon",,2.00,12.00,2.50,12.00,0.30,0.70,60.00,75.00,82.50,90.00,95.00
69,,"Fish","Octpus","Exotic","from The `Anmals` Set!",1250.00,3001.00,12.00,20.00,0.10,3.00,60.00,75.00,82.50,90.00,95.00
70,5,"Fish","Rainbow Boot","Daily","from the `Daily` Set!",12345.00,99999.00,0.60,1.60,0.10,0.70,60.00,75.00,82.50,90.00,95.00
71,4,"Shark","Shark","Common",,2.00,30.00,2.50,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
72,4,"Crocodile","Crocodile","Common",,2.00,30.00,2.50,10.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
73,,"Fish","Stefph Bro","Exotic","from the `Skyblyss` Set!",160.00,440.00,2.50,60.00,0.10,2.70,60.00,75.00,82.50,90.00,95.00
74,,"Fish","Lobter","Exotic","from the `VALORANT` set!",200.00,3000.00,6.18,17.60,1.25,2.40,60.00,75.00,82.50,90.00,95.00
75,,"Fish","Skyblyss Fish","Exotic","from the `Twitch Streamers` set!",424.00,2245.00,4.50,16.00,0.10,0.70,60.00,75.00,82.50,90.00,95.00
76,,"Fish","Bloodfish","Legendary","from the `Special` Series",12.00,20.00,2.50,10.00,0.10,4.70,60.00,75.00,82.50,90.00,95.00
